fips,state,county,state_name,sqmi,usdaregion,region
1001,AL,Autauga County,Alabama,604.37,Southeast,Southeast
1003,AL,Baldwin County,Alabama,1633.14,Southeast,Southeast
1005,AL,Barbour County,Alabama,904.52,Southeast,Southeast
1007,AL,Bibb County,Alabama,626.17,Southeast,Southeast
1009,AL,Blount County,Alabama,650.63,Southeast,Southeast
1011,AL,Bullock County,Alabama,625.14,Southeast,Southeast
1013,AL,Butler County,Alabama,777.88,Southeast,Southeast
1015,AL,Calhoun County,Alabama,612.27,Southeast,Southeast
1017,AL,Chambers County,Alabama,603.11,Southeast,Southeast
1019,AL,Cherokee County,Alabama,599.98,Southeast,Southeast
1021,AL,Chilton County,Alabama,700.79,Southeast,Southeast
1023,AL,Choctaw County,Alabama,920.86,Southeast,Southeast
1025,AL,Clarke County,Alabama,1252.58,Southeast,Southeast
1027,AL,Clay County,Alabama,606,Southeast,Southeast
1029,AL,Cleburne County,Alabama,561.01,Southeast,Southeast
1031,AL,Coffee County,Alabama,680.5,Southeast,Southeast
1033,AL,Colbert County,Alabama,623.52,Southeast,Southeast
1035,AL,Conecuh County,Alabama,852.76,Southeast,Southeast
1037,AL,Coosa County,Alabama,666.35,Southeast,Southeast
1039,AL,Covington County,Alabama,1043.77,Southeast,Southeast
1041,AL,Crenshaw County,Alabama,610.95,Southeast,Southeast
1043,AL,Cullman County,Alabama,755.02,Southeast,Southeast
1045,AL,Dale County,Alabama,562.68,Southeast,Southeast
1047,AL,Dallas County,Alabama,993.84,Southeast,Southeast
1049,AL,DeKalb County,Alabama,778.66,Southeast,Southeast
1051,AL,Elmore County,Alabama,657.04,Southeast,Southeast
1053,AL,Escambia County,Alabama,953.14,Southeast,Southeast
1055,AL,Etowah County,Alabama,548.63,Southeast,Southeast
1057,AL,Fayette County,Alabama,629.36,Southeast,Southeast
1059,AL,Franklin County,Alabama,646.52,Southeast,Southeast
1061,AL,Geneva County,Alabama,578.95,Southeast,Southeast
1063,AL,Greene County,Alabama,659.93,Southeast,Southeast
1065,AL,Hale County,Alabama,656.5,Southeast,Southeast
1067,AL,Henry County,Alabama,568.31,Southeast,Southeast
1069,AL,Houston County,Alabama,581.68,Southeast,Southeast
1071,AL,Jackson County,Alabama,1126.79,Southeast,Southeast
1073,AL,Jefferson County,Alabama,1124.15,Southeast,Southeast
1075,AL,Lamar County,Alabama,605.47,Southeast,Southeast
1077,AL,Lauderdale County,Alabama,719.6,Southeast,Southeast
1079,AL,Lawrence County,Alabama,717.2,Southeast,Southeast
1081,AL,Lee County,Alabama,615.85,Southeast,Southeast
1083,AL,Limestone County,Alabama,607.19,Southeast,Southeast
1085,AL,Lowndes County,Alabama,725.07,Southeast,Southeast
1087,AL,Macon County,Alabama,613.21,Southeast,Southeast
1089,AL,Madison County,Alabama,812.72,Southeast,Southeast
1091,AL,Marengo County,Alabama,982.67,Southeast,Southeast
1093,AL,Marion County,Alabama,743.57,Southeast,Southeast
1095,AL,Marshall County,Alabama,623.18,Southeast,Southeast
1097,AL,Mobile County,Alabama,1250.85,Southeast,Southeast
1099,AL,Monroe County,Alabama,1034.4,Southeast,Southeast
1101,AL,Montgomery County,Alabama,799.91,Southeast,Southeast
1103,AL,Morgan County,Alabama,599.05,Southeast,Southeast
1105,AL,Perry County,Alabama,723.88,Southeast,Southeast
1107,AL,Pickens County,Alabama,890.14,Southeast,Southeast
1109,AL,Pike County,Alabama,672.97,Southeast,Southeast
1111,AL,Randolph County,Alabama,584.13,Southeast,Southeast
1113,AL,Russell County,Alabama,647.19,Southeast,Southeast
1115,AL,St. Clair County,Alabama,653.36,Southeast,Southeast
1117,AL,Shelby County,Alabama,809.49,Southeast,Southeast
1119,AL,Sumter County,Alabama,913.34,Southeast,Southeast
1121,AL,Talladega County,Alabama,760.32,Southeast,Southeast
1123,AL,Tallapoosa County,Alabama,766.26,Southeast,Southeast
1125,AL,Tuscaloosa County,Alabama,1351.24,Southeast,Southeast
1127,AL,Walker County,Alabama,805.19,Southeast,Southeast
1129,AL,Washington County,Alabama,1088.57,Southeast,Southeast
1131,AL,Wilcox County,Alabama,907.39,Southeast,Southeast
1133,AL,Winston County,Alabama,631.87,Southeast,Southeast
2013,AK,Aleutians East Borough,Alaska,7151.04,,Alaska
2016,AK,Aleutians West Census Area,Alaska,3682.18,,Alaska
2020,AK,Anchorage Municipality,Alaska,1734.36,,Alaska
2050,AK,Bethel Census Area,Alaska,42478.06,,Alaska
2060,AK,Bristol Bay Borough,Alaska,511.62,,Alaska
2063,AK,Chugach Census Area,Alaska,9998.49,,#N/A
2066,AK,Copper River Census Area,Alaska,25164.97,,#N/A
2068,AK,Denali Borough,Alaska,12666.91,,Alaska
2070,AK,Dillingham Census Area,Alaska,18985.25,,Alaska
2090,AK,Fairbanks North Star Borough,Alaska,7434.74,,Alaska
2100,AK,Haines Borough,Alaska,2407.36,,Alaska
2105,AK,Hoonah-Angoon Census Area,Alaska,6867.03,,Alaska
2110,AK,Juneau City and Borough,Alaska,2814.84,,Alaska
2122,AK,Kenai Peninsula Borough,Alaska,16432.29,,Alaska
2130,AK,Ketchikan Gateway Borough,Alaska,5166.45,,Alaska
2150,AK,Kodiak Island Borough,Alaska,7130.45,,Alaska
2158,AK,Kusilvak Census Area,Alaska,18086.37,,Alaska
2164,AK,Lake and Peninsula Borough,Alaska,26461.48,,Alaska
2170,AK,Matanuska-Susitna Borough,Alaska,24986.99,,Alaska
2180,AK,Nome Census Area,Alaska,23719.27,,Alaska
2185,AK,North Slope Borough,Alaska,90124.75,,Alaska
2188,AK,Northwest Arctic Borough,Alaska,36777.14,,Alaska
2195,AK,Petersburg Borough,Alaska,3067.72,,Alaska
2198,AK,Prince of Wales-Hyder Census Area,Alaska,5901.16,,Alaska
2220,AK,Sitka City and Borough,Alaska,3205.5,,Alaska
2230,AK,Skagway Municipality,Alaska,435.76,,Alaska
2240,AK,Southeast Fairbanks Census Area,Alaska,25116.2,,Alaska
2275,AK,Wrangell City and Borough,Alaska,2680.29,,Alaska
2282,AK,Yakutat City and Borough,Alaska,7941.88,,Alaska
2290,AK,Yukon-Koyukuk Census Area,Alaska,147914.14,,Alaska
4001,AZ,Apache County,Arizona,11219.22,Mountain States,Southwest
4003,AZ,Cochise County,Arizona,6216.57,Mountain States,Southwest
4005,AZ,Coconino County,Arizona,18661.41,Mountain States,Southwest
4007,AZ,Gila County,Arizona,4794.94,Mountain States,Southwest
4009,AZ,Graham County,Arizona,4640.21,Mountain States,Southwest
4011,AZ,Greenlee County,Arizona,1847.45,Mountain States,Southwest
4012,AZ,La Paz County,Arizona,4510.67,Mountain States,Southwest
4013,AZ,Maricopa County,Arizona,9225.99,Mountain States,Southwest
4015,AZ,Mohave County,Arizona,13460.85,Mountain States,Southwest
4017,AZ,Navajo County,Arizona,9958.69,Mountain States,Southwest
4019,AZ,Pima County,Arizona,9190.67,Mountain States,Southwest
4021,AZ,Pinal County,Arizona,5374.67,Mountain States,Southwest
4023,AZ,Santa Cruz County,Arizona,1237.43,Mountain States,Southwest
4025,AZ,Yavapai County,Arizona,8127.32,Mountain States,Southwest
4027,AZ,Yuma County,Arizona,5518.96,Mountain States,Southwest
5001,AR,Arkansas County,Arkansas,1038.74,Delta States,Southeast
5003,AR,Ashley County,Arkansas,940.42,Delta States,Southeast
5005,AR,Baxter County,Arkansas,586.71,Delta States,Southeast
5007,AR,Benton County,Arkansas,884.33,Delta States,Southeast
5009,AR,Boone County,Arkansas,602,Delta States,Southeast
5011,AR,Bradley County,Arkansas,652.84,Delta States,Southeast
5013,AR,Calhoun County,Arkansas,632.42,Delta States,Southeast
5015,AR,Carroll County,Arkansas,638.71,Delta States,Southeast
5017,AR,Chicot County,Arkansas,691.19,Delta States,Southeast
5019,AR,Clark County,Arkansas,882.95,Delta States,Southeast
5021,AR,Clay County,Arkansas,641.35,Delta States,Southeast
5023,AR,Cleburne County,Arkansas,592.14,Delta States,Southeast
5025,AR,Cleveland County,Arkansas,598.9,Delta States,Southeast
5027,AR,Columbia County,Arkansas,766.83,Delta States,Southeast
5029,AR,Conway County,Arkansas,566.5,Delta States,Southeast
5031,AR,Craighead County,Arkansas,712.69,Delta States,Southeast
5033,AR,Crawford County,Arkansas,605.89,Delta States,Southeast
5035,AR,Crittenden County,Arkansas,644.41,Delta States,Southeast
5037,AR,Cross County,Arkansas,622.26,Delta States,Southeast
5039,AR,Dallas County,Arkansas,667.99,Delta States,Southeast
5041,AR,Desha County,Arkansas,812.71,Delta States,Southeast
5043,AR,Drew County,Arkansas,835.92,Delta States,Southeast
5045,AR,Faulkner County,Arkansas,664.09,Delta States,Southeast
5047,AR,Franklin County,Arkansas,620.13,Delta States,Southeast
5049,AR,Fulton County,Arkansas,620.49,Delta States,Southeast
5051,AR,Garland County,Arkansas,734.54,Delta States,Southeast
5053,AR,Grant County,Arkansas,633,Delta States,Southeast
5055,AR,Greene County,Arkansas,579.38,Delta States,Southeast
5057,AR,Hempstead County,Arkansas,741,Delta States,Southeast
5059,AR,Hot Spring County,Arkansas,622.18,Delta States,Southeast
5061,AR,Howard County,Arkansas,595.58,Delta States,Southeast
5063,AR,Independence County,Arkansas,771.53,Delta States,Southeast
5065,AR,Izard County,Arkansas,583.88,Delta States,Southeast
5067,AR,Jackson County,Arkansas,641.44,Delta States,Southeast
5069,AR,Jefferson County,Arkansas,916.02,Delta States,Southeast
5071,AR,Johnson County,Arkansas,683.98,Delta States,Southeast
5073,AR,Lafayette County,Arkansas,546.09,Delta States,Southeast
5075,AR,Lawrence County,Arkansas,592.31,Delta States,Southeast
5077,AR,Lee County,Arkansas,622.15,Delta States,Southeast
5079,AR,Lincoln County,Arkansas,569.77,Delta States,Southeast
5081,AR,Little River County,Arkansas,563.35,Delta States,Southeast
5083,AR,Logan County,Arkansas,729.95,Delta States,Southeast
5085,AR,Lonoke County,Arkansas,803.39,Delta States,Southeast
5087,AR,Madison County,Arkansas,837.11,Delta States,Southeast
5089,AR,Marion County,Arkansas,640.26,Delta States,Southeast
5091,AR,Miller County,Arkansas,638.27,Delta States,Southeast
5093,AR,Mississippi County,Arkansas,929.98,Delta States,Southeast
5095,AR,Monroe County,Arkansas,621.26,Delta States,Southeast
5097,AR,Montgomery County,Arkansas,800.91,Delta States,Southeast
5099,AR,Nevada County,Arkansas,620.68,Delta States,Southeast
5101,AR,Newton County,Arkansas,823.36,Delta States,Southeast
5103,AR,Ouachita County,Arkansas,739.74,Delta States,Southeast
5105,AR,Perry County,Arkansas,560.81,Delta States,Southeast
5107,AR,Phillips County,Arkansas,727.41,Delta States,Southeast
5109,AR,Pike County,Arkansas,613.96,Delta States,Southeast
5111,AR,Poinsett County,Arkansas,763.66,Delta States,Southeast
5113,AR,Polk County,Arkansas,861.67,Delta States,Southeast
5115,AR,Pope County,Arkansas,830.97,Delta States,Southeast
5117,AR,Prairie County,Arkansas,675.57,Delta States,Southeast
5119,AR,Pulaski County,Arkansas,807.34,Delta States,Southeast
5121,AR,Randolph County,Arkansas,655.92,Delta States,Southeast
5123,AR,St. Francis County,Arkansas,642.51,Delta States,Southeast
5125,AR,Saline County,Arkansas,730.47,Delta States,Southeast
5127,AR,Scott County,Arkansas,898.4,Delta States,Southeast
5129,AR,Searcy County,Arkansas,668.33,Delta States,Southeast
5131,AR,Sebastian County,Arkansas,544.25,Delta States,Southeast
5133,AR,Sevier County,Arkansas,581.3,Delta States,Southeast
5135,AR,Sharp County,Arkansas,606.64,Delta States,Southeast
5137,AR,Stone County,Arkansas,609.59,Delta States,Southeast
5139,AR,Union County,Arkansas,1055.32,Delta States,Southeast
5141,AR,Van Buren County,Arkansas,723.93,Delta States,Southeast
5143,AR,Washington County,Arkansas,952.26,Delta States,Southeast
5145,AR,White County,Arkansas,1042.02,Delta States,Southeast
5147,AR,Woodruff County,Arkansas,594.1,Delta States,Southeast
5149,AR,Yell County,Arkansas,948.12,Delta States,Southeast
6001,CA,Alameda County,California,745.4,Pacific,Pacific West
6003,CA,Alpine County,California,743.19,Pacific,Pacific West
6005,CA,Amador County,California,605.95,Pacific,Pacific West
6007,CA,Butte County,California,1677.13,Pacific,Pacific West
6009,CA,Calaveras County,California,1036.92,Pacific,Pacific West
6011,CA,Colusa County,California,1156.36,Pacific,Pacific West
6013,CA,Contra Costa County,California,737.89,Pacific,Pacific West
6015,CA,Del Norte County,California,1012.74,Pacific,Pacific West
6017,CA,El Dorado County,California,1786.36,Pacific,Pacific West
6019,CA,Fresno County,California,6011.13,Pacific,Pacific West
6021,CA,Glenn County,California,1326.98,Pacific,Pacific West
6023,CA,Humboldt County,California,3584.77,Pacific,Pacific West
6025,CA,Imperial County,California,4480.66,Pacific,Pacific West
6027,CA,Inyo County,California,10227.1,Pacific,Pacific West
6029,CA,Kern County,California,8164.92,Pacific,Pacific West
6031,CA,Kings County,California,1392.2,Pacific,Pacific West
6033,CA,Lake County,California,1329.43,Pacific,Pacific West
6035,CA,Lassen County,California,4720.12,Pacific,Pacific West
6037,CA,Los Angeles County,California,4085.07,Pacific,Pacific West
6039,CA,Madera County,California,2153.24,Pacific,Pacific West
6041,CA,Marin County,California,525.04,Pacific,Pacific West
6043,CA,Mariposa County,California,1462.82,Pacific,Pacific West
6045,CA,Mendocino County,California,3513.13,Pacific,Pacific West
6047,CA,Merced County,California,1978.65,Pacific,Pacific West
6049,CA,Modoc County,California,4203.26,Pacific,Pacific West
6051,CA,Mono County,California,3131.8,Pacific,Pacific West
6053,CA,Monterey County,California,3313.28,Pacific,Pacific West
6055,CA,Napa County,California,786.33,Pacific,Pacific West
6057,CA,Nevada County,California,973.8,Pacific,Pacific West
6059,CA,Orange County,California,796.08,Pacific,Pacific West
6061,CA,Placer County,California,1502.24,Pacific,Pacific West
6063,CA,Plumas County,California,2613.45,Pacific,Pacific West
6065,CA,Riverside County,California,7303.18,Pacific,Pacific West
6067,CA,Sacramento County,California,980.93,Pacific,Pacific West
6069,CA,San Benito County,California,1390.48,Pacific,Pacific West
6071,CA,San Bernardino County,California,20105.24,Pacific,Pacific West
6073,CA,San Diego County,California,4236.31,Pacific,Pacific West
6075,CA,San Francisco County,California,47.26,Pacific,Pacific West
6077,CA,San Joaquin County,California,1426.74,Pacific,Pacific West
6079,CA,San Luis Obispo County,California,3319.47,Pacific,Pacific West
6081,CA,San Mateo County,California,447.21,Pacific,Pacific West
6083,CA,Santa Barbara County,California,2748.03,Pacific,Pacific West
6085,CA,Santa Clara County,California,1299.18,Pacific,Pacific West
6087,CA,Santa Cruz County,California,446.22,Pacific,Pacific West
6089,CA,Shasta County,California,3847.4,Pacific,Pacific West
6091,CA,Sierra County,California,962.16,Pacific,Pacific West
6093,CA,Siskiyou County,California,6347.94,Pacific,Pacific West
6095,CA,Solano County,California,836.07,Pacific,Pacific West
6097,CA,Sonoma County,California,1588.66,Pacific,Pacific West
6099,CA,Stanislaus County,California,1513.92,Pacific,Pacific West
6101,CA,Sutter County,California,608.41,Pacific,Pacific West
6103,CA,Tehama County,California,2962.18,Pacific,Pacific West
6105,CA,Trinity County,California,3207.61,Pacific,Pacific West
6107,CA,Tulare County,California,4838.29,Pacific,Pacific West
6109,CA,Tuolumne County,California,2274.45,Pacific,Pacific West
6111,CA,Ventura County,California,1854.54,Pacific,Pacific West
6113,CA,Yolo County,California,1023.57,Pacific,Pacific West
6115,CA,Yuba County,California,644.01,Pacific,Pacific West
8001,CO,Adams County,Colorado,1183.61,Mountain States,Intermountain West
8003,CO,Alamosa County,Colorado,723.29,Mountain States,Intermountain West
8005,CO,Arapahoe County,Colorado,805.5,Mountain States,Intermountain West
8007,CO,Archuleta County,Colorado,1355.39,Mountain States,Intermountain West
8009,CO,Baca County,Colorado,2557.36,Mountain States,Intermountain West
8011,CO,Bent County,Colorado,1541.09,Mountain States,Intermountain West
8013,CO,Boulder County,Colorado,740.47,Mountain States,Intermountain West
8014,CO,Broomfield County,Colorado,33.55,Mountain States,Intermountain West
8015,CO,Chaffee County,Colorado,1014.95,Mountain States,Intermountain West
8017,CO,Cheyenne County,Colorado,1781.43,Mountain States,Intermountain West
8019,CO,Clear Creek County,Colorado,396.34,Mountain States,Intermountain West
8021,CO,Conejos County,Colorado,1290.99,Mountain States,Intermountain West
8023,CO,Costilla County,Colorado,1231,Mountain States,Intermountain West
8025,CO,Crowley County,Colorado,800.34,Mountain States,Intermountain West
8027,CO,Custer County,Colorado,739.93,Mountain States,Intermountain West
8029,CO,Delta County,Colorado,1148.61,Mountain States,Intermountain West
8031,CO,Denver County,Colorado,154.73,Mountain States,Intermountain West
8033,CO,Dolores County,Colorado,1068.22,Mountain States,Intermountain West
8035,CO,Douglas County,Colorado,842.87,Mountain States,Intermountain West
8037,CO,Eagle County,Colorado,1691.79,Mountain States,Intermountain West
8039,CO,Elbert County,Colorado,1851.01,Mountain States,Intermountain West
8041,CO,El Paso County,Colorado,2129.15,Mountain States,Intermountain West
8043,CO,Fremont County,Colorado,1534.73,Mountain States,Intermountain West
8045,CO,Garfield County,Colorado,2955.79,Mountain States,Intermountain West
8047,CO,Gilpin County,Colorado,150.39,Mountain States,Intermountain West
8049,CO,Grand County,Colorado,1869.57,Mountain States,Intermountain West
8051,CO,Gunnison County,Colorado,3259.62,Mountain States,Intermountain West
8053,CO,Hinsdale County,Colorado,1123.15,Mountain States,Intermountain West
8055,CO,Huerfano County,Colorado,1593.27,Mountain States,Intermountain West
8057,CO,Jackson County,Colorado,1620.97,Mountain States,Intermountain West
8059,CO,Jefferson County,Colorado,774.06,Mountain States,Intermountain West
8061,CO,Kiowa County,Colorado,1785.97,Mountain States,Intermountain West
8063,CO,Kit Carson County,Colorado,2161.69,Mountain States,Intermountain West
8065,CO,Lake County,Colorado,383.91,Mountain States,Intermountain West
8067,CO,La Plata County,Colorado,1699.58,Mountain States,Intermountain West
8069,CO,Larimer County,Colorado,2633.99,Mountain States,Intermountain West
8071,CO,Las Animas County,Colorado,4775.62,Mountain States,Intermountain West
8073,CO,Lincoln County,Colorado,2586.47,Mountain States,Intermountain West
8075,CO,Logan County,Colorado,1844.92,Mountain States,Intermountain West
8077,CO,Mesa County,Colorado,3341.04,Mountain States,Intermountain West
8079,CO,Mineral County,Colorado,877.78,Mountain States,Intermountain West
8081,CO,Moffat County,Colorado,4750.88,Mountain States,Intermountain West
8083,CO,Montezuma County,Colorado,2039.86,Mountain States,Intermountain West
8085,CO,Montrose County,Colorado,2242.89,Mountain States,Intermountain West
8087,CO,Morgan County,Colorado,1293.87,Mountain States,Intermountain West
8089,CO,Otero County,Colorado,1269.7,Mountain States,Intermountain West
8091,CO,Ouray County,Colorado,542.21,Mountain States,Intermountain West
8093,CO,Park County,Colorado,2210.31,Mountain States,Intermountain West
8095,CO,Phillips County,Colorado,688.04,Mountain States,Intermountain West
8097,CO,Pitkin County,Colorado,973.2,Mountain States,Intermountain West
8099,CO,Prowers County,Colorado,1644.32,Mountain States,Intermountain West
8101,CO,Pueblo County,Colorado,2397.76,Mountain States,Intermountain West
8103,CO,Rio Blanco County,Colorado,3222.86,Mountain States,Intermountain West
8105,CO,Rio Grande County,Colorado,912.33,Mountain States,Intermountain West
8107,CO,Routt County,Colorado,2368.13,Mountain States,Intermountain West
8109,CO,Saguache County,Colorado,3170.29,Mountain States,Intermountain West
8111,CO,San Juan County,Colorado,388.3,Mountain States,Intermountain West
8113,CO,San Miguel County,Colorado,1288.73,Mountain States,Intermountain West
8115,CO,Sedgwick County,Colorado,549.4,Mountain States,Intermountain West
8117,CO,Summit County,Colorado,619.26,Mountain States,Intermountain West
8119,CO,Teller County,Colorado,558.99,Mountain States,Intermountain West
8121,CO,Washington County,Colorado,2523.96,Mountain States,Intermountain West
8123,CO,Weld County,Colorado,4016.75,Mountain States,Intermountain West
8125,CO,Yuma County,Colorado,2368.7,Mountain States,Intermountain West
9001,CT,Fairfield County,Connecticut,643.56,Northeast,Northeast
9003,CT,Hartford County,Connecticut,750.62,Northeast,Northeast
9005,CT,Litchfield County,Connecticut,944.59,Northeast,Northeast
9007,CT,Middlesex County,Connecticut,380.96,Northeast,Northeast
9009,CT,New Haven County,Connecticut,616.3,Northeast,Northeast
9011,CT,New London County,Connecticut,680.08,Northeast,Northeast
9013,CT,Tolland County,Connecticut,417.13,Northeast,Northeast
9015,CT,Windham County,Connecticut,521.22,Northeast,Northeast
10001,DE,Kent County,Delaware,594.12,Northeast,Northeast
10003,DE,New Castle County,Delaware,431.59,Northeast,Northeast
10005,DE,Sussex County,Delaware,942.33,Northeast,Northeast
11001,DC,District of Columbia,District of Columbia,61.68,Northeast,Northeast
12001,FL,Alachua County,Florida,968.81,Southeast,Southeast
12003,FL,Baker County,Florida,588.97,Southeast,Southeast
12005,FL,Bay County,Florida,765.78,Southeast,Southeast
12007,FL,Bradford County,Florida,300.49,Southeast,Southeast
12009,FL,Brevard County,Florida,1051.77,Southeast,Southeast
12011,FL,Broward County,Florida,1221.39,Southeast,Southeast
12013,FL,Calhoun County,Florida,574.31,Southeast,Southeast
12015,FL,Charlotte County,Florida,710.32,Southeast,Southeast
12017,FL,Citrus County,Florida,622.51,Southeast,Southeast
12019,FL,Clay County,Florida,619.21,Southeast,Southeast
12021,FL,Collier County,Florida,2030.89,Southeast,Southeast
12023,FL,Columbia County,Florida,801.32,Southeast,Southeast
12027,FL,DeSoto County,Florida,638.64,Southeast,Southeast
12029,FL,Dixie County,Florida,714.21,Southeast,Southeast
12031,FL,Duval County,Florida,773.31,Southeast,Southeast
12033,FL,Escambia County,Florida,665.45,Southeast,Southeast
12035,FL,Flagler County,Florida,503.67,Southeast,Southeast
12037,FL,Franklin County,Florida,553.15,Southeast,Southeast
12039,FL,Gadsden County,Florida,528.53,Southeast,Southeast
12041,FL,Gilchrist County,Florida,355.24,Southeast,Southeast
12043,FL,Glades County,Florida,987.25,Southeast,Southeast
12045,FL,Gulf County,Florida,568.3,Southeast,Southeast
12047,FL,Hamilton County,Florida,519.06,Southeast,Southeast
12049,FL,Hardee County,Florida,638.14,Southeast,Southeast
12051,FL,Hendry County,Florida,1189.38,Southeast,Southeast
12053,FL,Hernando County,Florida,488.29,Southeast,Southeast
12055,FL,Highlands County,Florida,1106.72,Southeast,Southeast
12057,FL,Hillsborough County,Florida,1066.63,Southeast,Southeast
12059,FL,Holmes County,Florida,489.05,Southeast,Southeast
12061,FL,Indian River County,Florida,514.4,Southeast,Southeast
12063,FL,Jackson County,Florida,954.57,Southeast,Southeast
12065,FL,Jefferson County,Florida,611.71,Southeast,Southeast
12067,FL,Lafayette County,Florida,547.91,Southeast,Southeast
12069,FL,Lake County,Florida,1156.76,Southeast,Southeast
12071,FL,Lee County,Florida,814.66,Southeast,Southeast
12073,FL,Leon County,Florida,701.79,Southeast,Southeast
12075,FL,Levy County,Florida,1134.76,Southeast,Southeast
12077,FL,Liberty County,Florida,843.12,Southeast,Southeast
12079,FL,Madison County,Florida,715.69,Southeast,Southeast
12081,FL,Manatee County,Florida,749.81,Southeast,Southeast
12083,FL,Marion County,Florida,1662.66,Southeast,Southeast
12085,FL,Martin County,Florida,654.81,Southeast,Southeast
12086,FL,Miami-Dade County,Florida,1985.95,Southeast,Southeast
12087,FL,Monroe County,Florida,1101.65,Southeast,Southeast
12089,FL,Nassau County,Florida,651.67,Southeast,Southeast
12091,FL,Okaloosa County,Florida,938.26,Southeast,Southeast
12093,FL,Okeechobee County,Florida,891.91,Southeast,Southeast
12095,FL,Orange County,Florida,1003.43,Southeast,Southeast
12097,FL,Osceola County,Florida,1505.98,Southeast,Southeast
12099,FL,Palm Beach County,Florida,2210.87,Southeast,Southeast
12101,FL,Pasco County,Florida,764.39,Southeast,Southeast
12103,FL,Pinellas County,Florida,281.86,Southeast,Southeast
12105,FL,Polk County,Florida,2010.41,Southeast,Southeast
12107,FL,Putnam County,Florida,802.51,Southeast,Southeast
12109,FL,St. Johns County,Florida,611.14,Southeast,Southeast
12111,FL,St. Lucie County,Florida,575.34,Southeast,Southeast
12113,FL,Santa Rosa County,Florida,1023.53,Southeast,Southeast
12115,FL,Sarasota County,Florida,575.5,Southeast,Southeast
12117,FL,Seminole County,Florida,345.34,Southeast,Southeast
12119,FL,Sumter County,Florida,579.83,Southeast,Southeast
12121,FL,Suwannee County,Florida,692.26,Southeast,Southeast
12123,FL,Taylor County,Florida,1049.69,Southeast,Southeast
12125,FL,Union County,Florida,249.75,Southeast,Southeast
12127,FL,Volusia County,Florida,1221.18,Southeast,Southeast
12129,FL,Wakulla County,Florida,614.46,Southeast,Southeast
12131,FL,Walton County,Florida,1067.36,Southeast,Southeast
12133,FL,Washington County,Florida,615.95,Southeast,Southeast
13001,GA,Appling County,Georgia,512.26,Southeast,Southeast
13003,GA,Atkinson County,Georgia,344.53,Southeast,Southeast
13005,GA,Bacon County,Georgia,285.82,Southeast,Southeast
13007,GA,Baker County,Georgia,349.14,Southeast,Southeast
13009,GA,Baldwin County,Georgia,268.28,Southeast,Southeast
13011,GA,Banks County,Georgia,234.41,Southeast,Southeast
13013,GA,Barrow County,Georgia,162.93,Southeast,Southeast
13015,GA,Bartow County,Georgia,469.48,Southeast,Southeast
13017,GA,Ben Hill County,Georgia,253.91,Southeast,Southeast
13019,GA,Berrien County,Georgia,457.88,Southeast,Southeast
13021,GA,Bibb County,Georgia,254.91,Southeast,Southeast
13023,GA,Bleckley County,Georgia,219.13,Southeast,Southeast
13025,GA,Brantley County,Georgia,447.21,Southeast,Southeast
13027,GA,Brooks County,Georgia,497.8,Southeast,Southeast
13029,GA,Bryan County,Georgia,441.89,Southeast,Southeast
13031,GA,Bulloch County,Georgia,688.64,Southeast,Southeast
13033,GA,Burke County,Georgia,834.98,Southeast,Southeast
13035,GA,Butts County,Georgia,188.04,Southeast,Southeast
13037,GA,Calhoun County,Georgia,283.58,Southeast,Southeast
13039,GA,Camden County,Georgia,643.87,Southeast,Southeast
13043,GA,Candler County,Georgia,248.86,Southeast,Southeast
13045,GA,Carroll County,Georgia,503.78,Southeast,Southeast
13047,GA,Catoosa County,Georgia,162.46,Southeast,Southeast
13049,GA,Charlton County,Georgia,782.39,Southeast,Southeast
13051,GA,Chatham County,Georgia,439.6,Southeast,Southeast
13053,GA,Chattahoochee County,Georgia,251.16,Southeast,Southeast
13055,GA,Chattooga County,Georgia,313.55,Southeast,Southeast
13057,GA,Cherokee County,Georgia,434.38,Southeast,Southeast
13059,GA,Clarke County,Georgia,121.03,Southeast,Southeast
13061,GA,Clay County,Georgia,217.24,Southeast,Southeast
13063,GA,Clayton County,Georgia,144.34,Southeast,Southeast
13065,GA,Clinch County,Georgia,823.99,Southeast,Southeast
13067,GA,Cobb County,Georgia,344.55,Southeast,Southeast
13069,GA,Coffee County,Georgia,602.65,Southeast,Southeast
13071,GA,Colquitt County,Georgia,556.64,Southeast,Southeast
13073,GA,Columbia County,Georgia,307.7,Southeast,Southeast
13075,GA,Cook County,Georgia,233.2,Southeast,Southeast
13077,GA,Coweta County,Georgia,445.97,Southeast,Southeast
13079,GA,Crawford County,Georgia,326.46,Southeast,Southeast
13081,GA,Crisp County,Georgia,280.95,Southeast,Southeast
13083,GA,Dade County,Georgia,174.16,Southeast,Southeast
13085,GA,Dawson County,Georgia,214.41,Southeast,Southeast
13087,GA,Decatur County,Georgia,623.17,Southeast,Southeast
13089,GA,DeKalb County,Georgia,271.16,Southeast,Southeast
13091,GA,Dodge County,Georgia,503.12,Southeast,Southeast
13093,GA,Dooly County,Georgia,397.32,Southeast,Southeast
13095,GA,Dougherty County,Georgia,334.57,Southeast,Southeast
13097,GA,Douglas County,Georgia,201.07,Southeast,Southeast
13099,GA,Early County,Georgia,516.35,Southeast,Southeast
13101,GA,Echols County,Georgia,420.71,Southeast,Southeast
13103,GA,Effingham County,Georgia,482.9,Southeast,Southeast
